name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code
Vanguardia Airport,4.16787,-73.6138,1394,SA,CO,CO-MET,Villavicencio,yes,SKVV,VVC
Yaguara Airport,1.54417,-73.9333,812,SA,CO,CO-CAQ,San Vicente Del Caguán,no,SKYA,AYG
El Alcaravan - Yopal Airport,5.31911,-72.384,1028,SA,CO,CO-CAS,Yopal,yes,SKYP,EYP
Monteagudo Airport,-19.827,-63.960999,3674,SA,BO,BO-H,El Bañado,no,SLAG,MHW
Alcantarí International Airport,-19.246835,-65.149611,10184,SA,BO,BO-H,Sucre,yes,SLAL,SRE
Apolo Airport,-14.7356,-68.411903,4639,SA,BO,BO-L,Apolo,no,SLAP,APB
Ascención de Guarayos Airport,-15.933365,-63.155575,807,SA,BO,BO-S,Ascensión de Guarayos,no,SLAS,ASC
Bermejo Airport,-22.77330017,-64.31289673,1249,SA,BO,BO-T,Bermejo,no,SLBJ,BJO
Camiri Airport,-20.00656,-63.527827,2614,SA,BO,BO-S,Camiri,no,SLCA,CAM
Jorge Wilsterman International Airport,-17.421105,-66.177102,8360,SA,BO,BO-C,Cochabamba,yes,SLCB,CBB
Capitán Aníbal Arab Airport,-11.039109,-68.782774,889,SA,BO,BO-N,Cobija,yes,SLCO,CIJ
Concepción Airport,-16.142688,-62.026595,1620,SA,BO,BO-S,Concepción,no,SLCP,CEP
El Trompillo Airport,-17.81159973,-63.17150116,1371,SA,BO,BO-S,Santa Cruz,yes,SLET,SRZ
Chimore Airport,-16.976834,-65.145568,875,SA,BO,BO-C,Chimore,yes,SLHI,CCA
Huacaraje Airport,-13.605556,-63.879444,846,SA,BO,BO-B,Itenes,no,SLHJ,BVK
San José De Chiquitos Airport,-17.830799,-60.743099,974,SA,BO,BO-S,San José de Chiquitos,no,SLJE,SJS
San Joaquín Airport,-13.067209,-64.675205,456,SA,BO,BO-B,San Joaquín,no,SLJO,SJB
San Javier Airport,-16.2708,-62.470299,1702,SA,BO,BO-S,San Javier,no,SLJV,SJV
El Alto International Airport,-16.510272,-68.189416,13355,SA,BO,BO-L,La Paz / El Alto,yes,SLLP,LPB
Magdalena Airport,-13.26074838,-64.06076431,462,SA,BO,BO-B,Magdalena,no,SLMG,MGD
Juan Mendoza International Airport,-17.956151,-67.075829,12152,SA,BO,BO-O,Oruro,yes,SLOR,ORU
Capitan Nicolas Rojas Airport,-19.543331,-65.723734,12922,SA,BO,BO-P,Potosí,no,SLPO,POI
Puerto Rico Airport,-11.107663,-67.551155,597,SA,BO,BO-N,Puerto Rico/Manuripi,yes,SLPR,PUR
Capitán Av. Salvador Ogaya G. airport,-18.975301,-57.820599,440,SA,BO,BO-S,Puerto Suárez,yes,SLPS,PSZ
San Ramón Airport,-13.2639,-64.603897,698,SA,BO,BO-B,San Ramón / Mamoré,no,SLRA,SRD
Roboré Airport,-18.328224,-59.765339,905,SA,BO,BO-S,Roboré,no,SLRB,RBO
Capitán Av. Selin Zeitun Lopez Airport,-11.009355,-66.075468,462,SA,BO,BO-B,Riberalta,yes,SLRI,RIB
Rurrenabaque Airport,-14.4279,-67.496803,676,SA,BO,BO-B,Rurrenabaque,yes,SLRQ,RBQ
Reyes Airport,-14.3044,-67.353401,935,SA,BO,BO-B,Reyes,no,SLRY,REY
Santa Ana Del Yacuma Airport,-13.76220036,-65.43520355,472,SA,BO,BO-B,Santa Ana del Yacuma,no,SLSA,SBL
Capitán Av. German Quiroga G. Airport,-14.8592,-66.737503,633,SA,BO,BO-B,San Borja,no,SLSB,SRJ
Capitán Av. Juan Cochamanidis S. Airport,-16.38719,-60.962318,1354,SA,BO,BO-S,San Ignacio de Velasco,no,SLSI,SNG
San Ignacio de Moxos Airport,-14.9658,-65.6338,545,SA,BO,BO-B,San Ignacio de Moxos,no,SLSM,SNM
Santa Rosa de Yacuma Airport,-14.073072,-66.787391,738,SA,BO,BO-B,Santa Rosa,no,SLSR,SRB
San Matías Airport,-16.339199,-58.401901,403,SA,BO,BO-S,San Matías,no,SLTI,MQK
Capitan Oriel Lea Plaza Airport,-21.5557,-64.701302,6079,SA,BO,BO-T,Tarija,yes,SLTJ,TJA
Teniente Av. Jorge Henrich Arauz Airport,-14.8187,-64.917999,509,SA,BO,BO-B,Trinidad,yes,SLTR,TDD
Joya Andina International Airport,-20.441304,-66.857553,11136,SA,BO,BO-P,Quijarro,yes,SLUY,UYU
Capitán Av. Vidal Villagomez Toledo Airport,-18.4825,-64.099403,6551,SA,BO,BO-S,Vallegrande,no,SLVG,VAH
Teniente Coronel Rafael Pabón Airport,-21.25519943,-63.4056015,1305,SA,BO,BO-T,Villamontes,no,SLVM,VLM
Viru Viru International Airport,-17.6448,-63.135399,1224,SA,BO,BO-S,Santa Cruz,yes,SLVR,VVI
Yacuiba Airport,-21.96089935,-63.65169907,2112,SA,BO,BO-T,Yacuíba,no,SLYA,BYC
Albina Airport,5.51272,-54.050098,19,SA,SR,SR-MA,Albina,no,SMBN,ABN
Cayana Airstrip,3.898681,-55.577907,360,SA,SR,SR-SI,Awaradam,no,SMCA,AAJ
Totness Airport,5.86583,-56.327499,10,SA,SR,SR-CR,Totness,no,SMCO,TOT
Drietabbetje Airport,4.111359,-54.672766,236,SA,SR,SR-SI,Drietabbetje,yes,SMDA,DRJ
Ladouanie Airport,4.376108,-55.407057,236,SA,SR,SR-SI,Aurora,no,SMDO,LDO
Johan Adolf Pengel International Airport,5.45283,-55.187801,59,SA,SR,SR-PR,Paramaribo,yes,SMJP,PBM
Moengo Airstrip,5.6076,-54.4003,49,SA,SR,SR-MA,Moengo,yes,SMMO,MOJ
Nieuw Nickerie - Major Henk Fernandes Airport,5.955435,-57.040617,9,SA,SR,SR-NI,Nieuw Nickerie,no,SMNI,ICK
Vincent Fayks Airport,3.346051,-55.443707,714,SA,SR,SR-SI,Paloemeu,no,SMPA,OEM
Stoelmanseiland Airport,4.351389,-54.418056,187,SA,SR,SR-SI,Stoelmanseiland,no,SMST,SMZ
Tepoe Airstrip,3.150000095,-55.71699905,596,SA,SR,SR-SI,Kasikasima,no,SMTP,KCB
Wageningen Airstrip,5.841252,-56.673247,6,SA,SR,SR-NI,Wageningen,yes,SMWA,AGI
Washabo Airport,5.215277,-57.185302,68,SA,SR,SR-SI,Washabo,no,SMWS,WSO
Zorg en Hoop Airport,5.811211,-55.192299,10,SA,SR,SR-PM,Paramaribo,yes,SMZO,ORG
Arapiraca Airport,-9.776589,-36.628983,886,SA,BR,BR-AL,Arapiraca,no,SNAL,APQ
Cirilo Queiróz Airport,-16.165579,-40.684024,640,SA,BR,BR-MG,Almenara,no,SNAR,AMJ
Barra do Corda Airport,-5.5025,-45.215833,526,SA,BR,BR-MA,Barra do Corda,no,SNBC,BDC
Dom Ricardo Weberberger Airport,-12.0789,-45.008999,2451,SA,BR,BR-BA,Barreiras,yes,SNBR,BRA
Balsas Airport,-7.525305,-46.053364,948,SA,BR,BR-MA,Balsas,no,SNBS,BSS
Barra Airport,-11.0808,-43.147499,1345,SA,BR,BR-BA,Barra,no,SNBX,BQQ
Planalto Serrano Regional Airport,-27.634128,-50.358253,2887,SA,BR,BR-SC,Correia Pinto,no,SNCP,EEA
Redenção Airport,-8.031188,-49.979687,679,SA,BR,BR-PA,Redenção,no,SNDC,RDC
Diamantina Airport,-18.23200035,-43.65039825,4446,SA,BR,BR-MG,Diamantina,no,SNDT,DTI
Brigadeiro Cabral Airport,-20.1807003,-44.8708992,2608,SA,BR,BR-MG,Divinópolis,no,SNDV,DIQ
Sócrates Rezende Airport,-15.66699982,-38.95470047,19,SA,BR,BR-BA,Canavieiras,no,SNED,CNV
São Félix do Xingu Airport,-6.6413,-51.9523,656,SA,BR,BR-PA,São Félix do Xingu,no,SNFX,SXX
Guarapari Airport,-20.6465,-40.491901,30,SA,BR,BR-ES,Guarapari,yes,SNGA,GUZ
Guadalupe Airport,-6.782219887,-43.5821991,564,SA,BR,BR-PI,Guadalupe,no,SNGD,GDP
Guanambi Airport,-14.2082,-42.746101,1815,SA,BR,BR-BA,Guanambi,no,SNGI,GNM
Garanhuns Airport,-8.83428,-36.4716,2533,SA,BR,BR-PE,Garanhuns,no,SNGN,QGP
Santa Magalhães Airport,-8.061433,-38.328888,1542,SA,BR,BR-PE,Serra Talhada,yes,SNHS,SET
Irecê Airport,-11.33990002,-41.84700012,2561,SA,BR,BR-BA,Irecê,no,SNIC,IRE
Ipiaú Airport,-14.173538,-39.68399,433,SA,BR,BR-BA,Ipiaú,no,SNIU,IPU
Jacobina Airport,-11.1632,-40.553101,1640,SA,BR,BR-BA,Jacobina,no,SNJB,JCM
Jequié Airport,-13.8777,-40.071602,646,SA,BR,BR-BA,Jequié,no,SNJK,JEQ
Januária Airport,-15.4738,-44.385502,1575,SA,BR,BR-MG,Januária,no,SNJN,JNA
Prefeito Octávio de Almeida Neves Airport,-21.085638,-44.225299,3117,SA,BR,BR-MG,São João Del Rei,no,SNJR,JDR
Cachoeiro do Itapemirim - Raimundo de Andrade Airport,-20.834299,-41.1856,256,SA,BR,BR-ES,Cachoeiro do Itapemirim,no,SNKI,CDI
São Lourenço Airport,-22.0909,-45.044498,2871,SA,BR,BR-MG,São Lourenço,no,SNLO,SSO
Monte Alegre Airport,-1.9958,-54.0742,325,SA,BR,BR-PA,Monte Alegre,no,SNMA,MTE
Mucuri Airport,-18.048901,-39.864321,276,SA,BR,BR-BA,Mucuri,no,SNMU,MVS
São Mateus - Ernesto Bonomo Airport,-18.7213,-39.833698,98,SA,BR,BR-ES,São Mateus,no,SNMX,SBJ
Porto de Moz Airport,-1.741307,-52.236026,52,SA,BR,BR-PA,Porto de Moz,no,SNMZ,PTQ
Nanuque Airport,-17.823158,-40.329662,656,SA,BR,BR-MG,Nanuque,no,SNNU,NNU
Feijó Airport,-8.141213,-70.340821,551,SA,BR,BR-AC,Feijó,no,SNOU,FEJ
Oriximiná Airport,-1.71408,-55.836201,262,SA,BR,BR-PA,Oriximiná,no,SNOX,ORX
Picos Airport,-7.061385,-41.525871,1099,SA,BR,BR-PI,Picos,no,SNPC,PCS
Patos de Minas Airport,-18.672673,-46.491292,2794,SA,BR,BR-MG,Patos de Minas,no,SNPD,POJ
Pirapora Airport,-17.31690025,-44.86029816,1808,SA,BR,BR-MG,Pirapora,no,SNPX,PIV
Cangapara Airport,-6.84639,-43.077301,689,SA,BR,BR-PI,Floriano,no,SNQG,FLB
Prado Airport,-17.296976,-39.271131,89,SA,BR,BR-BA,Prado,no,SNRD,PDF
Caruaru Airport,-8.28239,-36.0135,1891,SA,BR,BR-PE,Caruaru,yes,SNRU,CAU
9 de Maio - Teixeira de Freitas Airport,-17.524392,-39.668499,344,SA,BR,BR-BA,Teixeira de Freitas,no,SNTF,TXF
Óbidos Municipal Airport,-1.867981,-55.514596,328,SA,BR,BR-PA,Óbidos,no,SNTI,OBI
Juscelino Kubitscheck Airport,-17.8923,-41.513599,1572,SA,BR,BR-MG,Teófilo Otoni,no,SNTO,TFL
Valença Airport,-13.2965,-38.992401,21,SA,BR,BR-BA,Valença,yes,SNVB,VAL
Breves Airport,-1.63653,-50.4436,98,SA,BR,BR-PA,Breves,yes,SNVS,BVS
Camocim - Pinto Martins Airport,-2.895596,-40.859299,16,SA,BR,BR-CE,Camocim,no,SNWC,CMC
Almeirim Airport,-1.479524,-52.578214,584,SA,BR,BR-PA,Almeirim,yes,SNYA,GGF
Pinheiro Airport,-2.477426,-45.105003,66,SA,BR,BR-MA,Pinheiro,no,SNYE,PHI
Pouso Alegre Airport,-22.2892,-45.919102,2904,SA,BR,BR-MG,Pouso Alegre,no,SNZA,PPY
Ituberá Airport,-13.731571,-39.140377,23,SA,BR,BR-BA,Ituberá,no,SNZW,ITE
Cayenne – Félix Eboué Airport,4.819964,-52.361326,26,SA,GF,GF-CY,Matoury,yes,SOCA,CAY
Grand-Santi Airport,4.285833,-54.373056,207,SA,GF,GF-SL,Grand-Santi,no,SOGS,GSI
Maripasoula Airport,3.655907,-54.039431,406,SA,GF,GF-SL,Maripasoula,yes,SOOA,MPY
Saint-Georges-de-l'Oyapock Airport,3.8976,-51.8041,46,SA,GF,GF-CY,Saint-Georges-de-l'Oyapock,no,SOOG,OYP
Saint-Laurent-du-Maroni Airport,5.481891,-54.034964,16,SA,GF,GF-SL,Saint-Laurent-du-Maroni,yes,SOOM,LDX
Régina Airport,4.31339,-52.132745,82,SA,GF,GF-CY,Régina,no,SOOR,REI
Saül Airport,3.61361,-53.204201,656,SA,GF,GF-SL,Saül,no,SOOS,XAU
Alerta Airport,-11.65018,-69.229614,797,SA,PE,PE-MDD,Fortaleza,no,SPAR,ALD
Teniente General Gerardo Pérez Pinedo Airport,-10.7291,-73.766502,751,SA,PE,PE-UCA,Atalaya,no,SPAY,AYX
Moyobamba Airport,-6.018889,-76.988327,2749,SA,PE,PE-SAM,Moyobamba,no,SPBB,MBP
Iberia Airport,-11.4116,-69.488701,750,SA,PE,PE-MDD,Iberia,no,SPBR,IBP
Cap FAP David Abenzur Rengifo International Airport,-8.378064,-74.574495,513,SA,PE,PE-UCA,Pucallpa,yes,SPCL,PCL
Trompeteros Airport,-3.80601,-75.039299,427,SA,PE,PE-LOR,Corrientes,no,SPDR,TDP
FAP Lieutenant Jaime Andres de Montreuil Morales Airport,-9.14961,-78.523804,69,SA,PE,PE-ANC,Chimbote,yes,SPEO,CHM
Chagual Airport,-7.797624,-77.651249,3967,SA,PE,PE-LAL,,no,SPGL,CGL
Tingo Maria Airport,-9.289667,-76.005058,2146,SA,PE,PE-HUC,Tingo Maria,no,SPGM,TGI
Capitán FAP José A. Quiñones González International Airport,-6.789223,-79.828254,97,SA,PE,PE-LAM,Chiclayo,yes,SPHI,CIX
Air Force Colonel Alfredo Mendivil Duarte Airport,-13.1548,-74.204399,8917,SA,PE,PE-AYA,Ayacucho,yes,SPHO,AYP
Andahuaylas Airport,-13.70639992,-73.35040283,11300,SA,PE,PE-APU,Andahuaylas,yes,SPHY,ANS
Comandante FAP German Arias Graziani Airport,-9.347439766,-77.5983963,9097,SA,PE,PE-ANC,Anta,no,SPHZ,ATA
Quincemil Air Base,-13.231357,-70.75145,2047,SA,PE,PE-CUS,Quince Mil,no,SPIL,UMI
Jorge Chávez International Airport,-12.0219,-77.114305,113,SA,PE,PE-LIM,Lima,yes,SPJC,LIM
Juan Simons Vela Airport,-6.06786,-77.160004,2707,SA,PE,PE-SAM,Rioja,no,SPJA,RIJ
Shumba Airport,-5.59248,-78.774002,2477,SA,PE,PE-CAJ,Jaén,yes,SPJE,JAE
Juanjui Airport,-7.1691,-76.7286,1148,SA,PE,PE-SAM,Juanjuí,no,SPJI,JJI
Francisco Carle Airport,-11.78310013,-75.4733963,11034,SA,PE,PE-JUN,Jauja,yes,SPJJ,JAU
Inca Manco Capac International Airport,-15.467689,-70.15653,12552,SA,PE,PE-PUN,Juliaca,yes,SPJL,JUL
San Juan de Marcona Airport,-15.357508,-75.135005,144,SA,PE,PE-ICA,San Juan de Marcona,no,SPJN,SJA
Mayor General FAP Armando Revoredo Iglesias Airport,-7.13918,-78.489403,8781,SA,PE,PE-CAJ,Cajamarca,yes,SPJR,CJA
San Nicolas Airport,-6.39231,-77.501198,5082,SA,PE,PE-AMA,Rodriguez de Mendoza,no,SPLN,RIM
General Jorge Fernandez Maldon Airport,-17.695,-71.344002,72,SA,PE,PE-MOQ,Ilo,yes,SPLO,ILQ
Captain Pedro Canga Rodríguez International Airport,-3.552074,-80.381086,115,SA,PE,PE-TUM,Tumbes,yes,SPME,TBP
Mayor PNP Nancy Flores Paucar Airport,-11.3254,-74.535598,2247,SA,PE,PE-JUN,Mazamari,no,SPMF,MZA
Moises Benzaquen Rengifo Airport,-5.89377,-76.118202,587,SA,PE,PE-LOR,Yurimaguas,yes,SPMS,YMS
Alferez Fap David Figueroa Fernandini Airport,-9.878809929,-76.20480347,6070,SA,PE,PE-HUC,Huánuco,yes,SPNC,HUU
Saposoa Airport,-6.96003,-76.768402,982,SA,PE,PE-SAM,Plaza Saposoa,no,SPOA,SQU
Chachapoyas Airport,-6.201911,-77.856195,8333,SA,PE,PE-AMA,Chachapoyas,yes,SPPY,CHH
Coronel FAP Francisco Secada Vignetta International Airport,-3.78474,-73.3088,306,SA,PE,PE-LOR,Iquitos,yes,SPQT,IQT
Rodríguez Ballón International Airport,-16.340786,-71.569485,8405,SA,PE,PE-ARE,Arequipa,yes,SPQU,AQP
Capitán FAP Carlos Martínez de Pinillos International Airport,-8.082382,-79.108821,106,SA,PE,PE-LAL,Trujillo,yes,SPRU,TRU
Captain Renán Elías Olivera International Airport,-13.7449,-76.220299,39,SA,PE,PE-ICA,Pisco,no,SPSO,PIO
Cadete FAP Guillermo Del Castillo Paredes Airport,-6.508739948,-76.37319946,869,SA,PE,PE-SAM,Tarapoto,yes,SPST,TPP
Shiringayoc Airport,-11.898,-69.0625,856,SA,PE,PE-MDD,Shiringayoc,no,SPSY,SYC
Coronel FAP Carlos Ciriani Santa Rosa International Airport,-18.05330086,-70.27580261,1538,SA,PE,PE-TAC,Tacna,yes,SPTN,TCQ
Padre Aldamiz International Airport,-12.61359978,-69.22859955,659,SA,PE,PE-MDD,Puerto Maldonado,yes,SPTU,PEM
PAF Captain Guillermo Concha Iberico International Airport,-5.20575,-80.616402,120,SA,PE,PE-PIU,Piura,yes,SPUR,PIU
Captain Victor Montes Arias International Airport,-4.57664,-81.254097,282,SA,PE,PE-PIU,Talara,yes,SPYL,TYL
Maria Reiche Neuman Airport,-14.854,-74.961502,1860,SA,PE,PE-ICA,Nazca,yes,SPZA,NZC
Alejandro Velasco Astete International Airport,-13.53569984,-71.938797,10860,SA,PE,PE-CUS,Cusco,yes,SPZO,CUZ
Eduard Alexander Gummels Airport,5.8604,-55.192,49,SA,SR,SR-PM,Kwatta,yes,SMEG,EAX
Captain João Busse Airport,-23.609099,-51.384301,2625,SA,BR,BR-PR,Apucarana,no,SSAP,APU
Blumenau Airport,-26.831661,-49.093569,60,SA,BR,BR-SC,Blumenau,no,SSBL,BNU
Olavo Cecco Rigon Airport,-27.180511,-52.051755,2461,SA,BR,BR-SC,Concórdia,no,SSCK,CCI
Cassilândia Airport,-19.146861,-51.676941,1568,SA,BR,BR-MS,Cassilândia,no,SSCL,CSS
Canela Airport,-29.370091,-50.831729,2746,SA,BR,BR-RS,Canela,yes,SSCN,CEL
Cornélio Procópio Airport,-23.152711,-50.602868,1860,SA,BR,BR-PR,Cornélio Procópio,no,SSCP,CKO
Engenheiro Gastão de Mesquita Filho Airport,-23.69157,-52.642091,1837,SA,BR,BR-PR,Cianorte,no,SSCT,GGH
Erechim Airport,-27.663614,-52.271489,2498,SA,BR,BR-RS,Erechim,no,SSER,ERM
Paulo Abdala Airport,-26.05938,-53.063827,2113,SA,BR,BR-PR,Francisco Beltrão,yes,SSFB,FBE
Guaíra Airport,-24.0811,-54.1917,889,SA,BR,BR-PR,Guaíra,yes,SSGY,GGJ
Walter Bündchen Airport,-27.6383,-54.3391,1063,SA,BR,BR-RS,Horizontina,no,SSHZ,HRZ
João Batista Bos Filho Airport,-28.368711,-53.846568,1197,SA,BR,BR-RS,Ijuí,no,SSIJ,IJU
Itaqui Airport,-29.171981,-56.538343,230,SA,BR,BR-RS,Itaqui,no,SSIQ,ITQ
Santa Terezinha Airport,-27.171514,-51.553327,2546,SA,BR,BR-SC,Joaçaba,no,SSJA,JCB
Campo Mourão Airport,-24.009199,-52.3568,1883,SA,BR,BR-PR,Campo Mourão,no,SSKM,CBW
Cacoal Airport,-11.496,-61.4508,778,SA,BR,BR-RO,Cacoal,yes,SSKW,OAL
Helmuth Baungarten Airport,-27.15999985,-49.54249954,1095,SA,BR,BR-SC,Lontras,no,SSLN,LOI
Alegrete Novo Airport,-29.811595,-55.894707,410,SA,BR,BR-RS,Alegrete,no,SSLT,ALQ
São Miguel do Oeste Hélio Wasum Airport,-26.781601,-53.503502,2180,SA,BR,BR-SC,São Miguel do Oeste,no,SSOE,SQX
Arapongas Airport,-23.352636,-51.491967,2599,SA,BR,BR-PR,Arapongas,no,SSOG,APX
Aripuanã Airport,-10.187375,-59.457469,755,SA,BR,BR-MT,Aripuanã,no,SSOU,AIR
Paranaguá Airport,-25.5401,-48.5312,16,SA,BR,BR-PR,Paranaguá,no,SSPG,PNG
Paranavaí Airport,-23.089899,-52.488499,1526,SA,BR,BR-PR,Paranavaí,no,SSPI,PVI
Paranaíba Airport,-19.651199,-51.199402,1446,SA,BR,BR-MS,Paranaíba,no,SSPN,PBB
São Lourenço do Sul Airport,-31.38330078,-52.03279877,28,SA,BR,BR-RS,São Lourenço Do Sul,no,SSRU,SQY
Santa Cruz do Sul Airport,-29.684099,-52.412201,653,SA,BR,BR-RS,Santa Cruz do Sul,no,SSSC,CSU
Orlando de Carvalho Airport,-23.7987,-53.313801,1552,SA,BR,BR-PR,Umuarama,yes,SSUM,UMU
José Cleto Airport,-26.233224,-51.066754,2467,SA,BR,BR-PR,União da Vitória,yes,SSUV,UVI
Videira Airport,-26.999701,-51.141899,2766,SA,BR,BR-SC,Videira,no,SSVI,VIA
Sócrates Mariani Bittencourt Airport,-14.2554,-41.817501,1673,SA,BR,BR-BA,Brumado,no,SSXH,BMS
Luis Alberto Lehr Airport,-27.90658,-54.520628,1014,SA,BR,BR-RS,Santa Rosa,yes,SSZR,SRA
Artigas International Airport,-30.4007,-56.5079,410,SA,UY,UY-AR,Artigas,no,SUAG,ATI
Placeres Airport,-30.319807,-57.558823,252,SA,UY,UY-AR,Bella Union,no,SUBU,BUV
Colonia Laguna de Los Patos International Airport,-34.456402,-57.770599,66,SA,UY,UY-CO,Colonia del Sacramento,no,SUCA,CYR
Santa Bernardina International Airport,-33.358898,-56.499199,305,SA,UY,UY-DU,Durazno,no,SUDU,DZO
Capitan Corbeta CA Curbelo International Airport,-34.855099,-55.094299,95,SA,UY,UY-MA,Punta del Este,yes,SULS,PDP
Cerro Largo International Airport,-32.337898,-54.216702,364,SA,UY,UY-CL,Melo,no,SUMO,MLZ
Carrasco General Cesáreo L. Berisso International Airport,-34.835647,-56.026497,105,SA,UY,UY-CA,Ciudad de la Costa,yes,SUMU,MVD
Tydeo Larre Borges Airport,-32.3633,-58.061901,138,SA,UY,UY-PA,Paysandú,no,SUPU,PDU
Pres. Gral. Óscar D. Gestido Binational Airport,-30.9746,-55.4762,712,SA,UY,UY-RV,Rivera/Santana do Livramento,yes,SURV,RVY
Nueva Hesperides International Airport,-31.438499,-57.985298,187,SA,UY,UY-SA,Salto,no,SUSO,STY
Tacuarembo Airport,-31.749001,-55.925801,440,SA,UY,UY-TA,Tacuarembo,no,SUTB,TAW
Treinta y Tres Airport,-33.195714,-54.347246,337,SA,UY,UY-TT,Treinta y Tres,no,SUTR,TYT
Vichadero Airport,-31.739166,-54.587776,488,SA,UY,UY-RV,Vichadero,no,SUVO,VCH
Oswaldo Guevara Mujica Airport,9.553375,-69.237869,640,SA,VE,VE-P,Acarigua,no,SVAC,AGV
Anaco Airport,9.430225,-64.470726,721,SA,VE,VE-B,Anaco,no,SVAN,AAO
General José Antonio Anzoategui International Airport,10.111111,-64.692222,30,SA,VE,VE-B,Barcelona,yes,SVBC,BLA
Barinas Airport,8.615,-70.214167,615,SA,VE,VE-E,Barinas,yes,SVBI,BNS
Jacinto Lara International Airport,10.042747,-69.35862,2042,SA,VE,VE-K,Barquisimeto,yes,SVBM,BRM
Escuela Mariscal Sucre Airport,10.249978,-67.649422,1338,SA,VE,VE-D,Maracay,no,SVBS,MYC
General Tomas de Heres Airport,8.122161,-63.536957,197,SA,VE,VE-F,Ciudad Bolivar,no,SVCB,CBL
Caicara del Orinoco Airport,7.62551,-66.162804,141,SA,VE,VE-F,,no,SVCD,CXA
Casigua El Cubo Airport,8.75814,-72.536301,99,SA,VE,VE-V,Casigua El Cubo,no,SVCG,CUV
Calabozo Airport,8.924656,-67.417091,328,SA,VE,VE-J,Guarico,no,SVCL,CLZ
Canaima Airport,6.231989,-62.85485,1450,SA,VE,VE-F,Canaima,yes,SVCN,CAJ
General Francisco Bermúdez Airport,10.660014,-63.261681,33,SA,VE,VE-R,Carúpano,yes,SVCP,CUP
José Leonardo Chirinos Airport,11.414944,-69.680901,52,SA,VE,VE-I,Coro,yes,SVCR,CZE
Antonio José de Sucre Airport,10.450333,-64.13047,14,SA,VE,VE-R,Cumaná,yes,SVCU,CUM
Puerto Paez Airport,6.220095,-67.447508,146,SA,VE,VE-C,Puerto Paez,no,SVPP,PPZ
El Dorado Airport,6.71573,-61.638786,318,SA,VE,VE-F,Bolivar,no,SVED,EOR
Elorza Airport,7.059677,-69.4967,295,SA,VE,VE-C,,no,SVEZ,EOZ
Guasdualito Airport,7.210834,-70.756386,427,SA,VE,VE-C,Guasdualito,no,SVGD,GDO
Guiria Airport,10.574077606200001,-62.31266785,42,SA,VE,VE-R,,no,SVGI,GUI
Guanare Airport,9.026944,-69.75515,606,SA,VE,VE-P,Guanare,no,SVGU,GUQ
Higuerote Airport,10.462474,-66.092779,12,SA,VE,VE-M,Higuerote,no,SVHG,HGE
Ikabaru Airport,4.338137,-61.738661,1640,SA,VE,VE-F,Ikabarú,no,SVIC,ICA
Andrés Miguel Salazar Marcano Airport,10.794432,-63.98159,10,SA,VE,VE-O,Isla de Coche,yes,SVIE,ICC
Josefa Camejo International Airport,11.780775,-70.151497,75,SA,VE,VE-I,Paraguaná,yes,SVJC,LSP
Kavanayen Airport,5.593056,-61.763333,3900,SA,VE,VE-F,Kavanayén,no,SVKA,KAV
Kamarata Airport,5.7171,-62.33727,1770,SA,VE,VE-F,Kamarata,no,SVKM,KTV
La Fria Airport,8.239167,-72.271027,305,SA,VE,VE-S,,no,SVLF,LFR
La Chinita International Airport,10.557542,-71.729307,239,SA,VE,VE-V,Maracaibo,yes,SVMC,MAR
Alberto Carnevalli Airport,8.582078,-71.161041,5007,SA,VE,VE-L,Mérida,no,SVMD,MRD
Del Caribe Santiago Mariño International Airport,10.912603,-63.966599,74,NA,VE,VE-O,Isla Margarita,yes,SVMG,PMV
Maiquetía Simón Bolívar International Airport,10.602214,-66.991174,234,SA,VE,VE-X,Maiquetía,yes,SVMI,CCS
José Tadeo Monagas International Airport,9.749023,-63.153348,224,SA,VE,VE-N,Maturín,yes,SVMT,MUN
Oro Negro Airport,10.3307,-71.322502,164,SA,VE,VE-V,Cabimas,no,SVON,CBS
Cacique Aramare Airport,5.61999,-67.606102,245,SA,VE,VE-Z,Puerto Ayacucho,no,SVPA,PYH
General Bartolome Salom International Airport,10.4805,-68.072998,32,SA,VE,VE-G,Puerto Cabello,no,SVPC,PBL
Pedernales Airport,9.978672,-62.231318,25,SA,VE,VE-Y,Capure,no,SVPE,PDZ
Paraitepuy Airstrip,4.600362,-61.49816,3373,SA,VE,VE-F,Paraitepuy de Ikabarú,no,SVPX,PPH
Paramillo Airport,7.80132,-72.202904,3314,SA,VE,VE-S,San Cristóbal,no,SVPM,SCI
General Manuel Carlos Piar International Airport,8.28853,-62.760399,472,SA,VE,VE-F,Guyana City,yes,SVPR,PZO
Palmarito Airport,7.575479,-70.174435,347,SA,VE,VE-C,Palmarito,no,SVPT,PTM
Los Roques Airport,11.946935,-66.668333,17,NA,VE,VE-W,Gran Roque Island,yes,SVRS,LRV
Juan Vicente Gómez International Airport,7.840809,-72.439878,1312,SA,VE,VE-S,San Antonio del Tachira,yes,SVSA,SVZ
Santa Bárbara de Barinas Airport,7.803514,-71.165718,590,SA,VE,VE-E,Santa Bárbara,no,SVSB,SBB
Santa Elena de Uairén Airport,4.554699,-61.145234,2938,SA,VE,VE-F,Santa Elena de Uairén,yes,SVSE,SNV
